<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160301,00:00:00,1245.1000000,1248.8000000,1225.1000000,1227.4000000,187889
20160302,00:00:00,1227.6000000,1244.8000000,1226.1000000,1239.8000000,152957
20160303,00:00:00,1239.7000000,1269.3000000,1239.2000000,1261.9000000,206521
20160304,00:00:00,1261.9000000,1280.7000000,1250.1000000,1260.1000000,294292
20160306,00:00:00,1260.5000000,1269.4000000,1257.4000000,1261.4000000,32742
20160307,00:00:00,1261.4000000,1274.1000000,1260.2000000,1270.8000000,160382
20160308,00:00:00,1270.8000000,1279.0000000,1252.3000000,1256.4000000,180635
20160309,00:00:00,1256.4000000,1261.2000000,1243.6000000,1248.4000000,172538
20160310,00:00:00,1248.4000000,1287.8000000,1237.5000000,1275.8000000,291422
20160311,00:00:00,1275.7000000,1276.3000000,1249.0000000,1251.1000000,151260
20160313,00:00:00,1250.9000000,1257.5000000,1248.7000000,1255.6000000,20888
20160314,00:00:00,1255.7000000,1261.9000000,1226.0000000,1230.2000000,183793
20160315,00:00:00,1230.1000000,1238.7000000,1227.7000000,1232.9000000,131195
20160316,00:00:00,1232.9000000,1264.8000000,1227.0000000,1257.3000000,191677
20160317,00:00:00,1257.2000000,1271.9000000,1256.4000000,1263.7000000,181290
20160318,00:00:00,1263.6000000,1266.4000000,1248.4000000,1256.0000000,110358
20160320,00:00:00,1255.2000000,1256.7000000,1251.5000000,1252.1000000,16238
20160321,00:00:00,1252.1000000,1253.0000000,1241.2000000,1244.7000000,107243
20160322,00:00:00,1244.8000000,1260.9000000,1232.1000000,1235.1000000,151814
20160323,00:00:00,1235.0000000,1237.2000000,1215.4000000,1220.1000000,165567
20160324,00:00:00,1219.0000000,1224.2000000,1211.2000000,1216.7000000,91541
20160327,00:00:00,1216.0000000,1216.1000000,1206.0000000,1213.4000000,19286
20160328,00:00:00,1213.3000000,1223.2000000,1212.7000000,1219.0000000,66132
20160329,00:00:00,1218.9000000,1243.4000000,1215.3000000,1236.3000000,86851
20160330,00:00:00,1236.2000000,1245.0000000,1223.4000000,1229.9000000,13880
20160331,00:00:00,1229.7000000,1239.6000000,1226.7000000,1232.7000000,16920
20160401,00:00:00,1232.8000000,1237.2000000,1210.3000000,1223.6000000,164022
20160403,00:00:00,1223.0000000,1224.0000000,1217.6000000,1219.0000000,14592
20160404,00:00:00,1219.1000000,1228.4000000,1215.7000000,1227.0000000,95563
20160405,00:00:00,1227.0000000,1238.8000000,1225.7000000,1230.9000000,135059
20160406,00:00:00,1230.8000000,1231.5000000,1217.2000000,1231.0000000,137139
20160407,00:00:00,1231.0000000,1245.0000000,1227.2000000,1237.5000000,167887
20160408,00:00:00,1237.5000000,1244.6000000,1231.0000000,1240.1000000,108809
20160410,00:00:00,1241.8000000,1254.6000000,1241.6000000,1252.9000000,28940
20160411,00:00:00,1252.9000000,1261.9000000,1247.9000000,1255.7000000,133885
20160412,00:00:00,1255.6000000,1264.7000000,1253.0000000,1253.9000000,136370
20160413,00:00:00,1253.9000000,1254.2000000,1230.7000000,1234.7000000,165090
20160414,00:00:00,1234.7000000,1245.9000000,1225.4000000,1230.1000000,181066
20160415,00:00:00,1230.1000000,1237.6000000,1227.8000000,1235.8000000,96742
20160417,00:00:00,1236.3000000,1241.3000000,1235.1000000,1236.8000000,22933
20160418,00:00:00,1236.9000000,1243.3000000,1229.0000000,1234.8000000,141227
20160419,00:00:00,1234.7000000,1259.8000000,1233.3000000,1252.5000000,200895
20160420,00:00:00,1252.4000000,1258.1000000,1244.0000000,1249.3000000,140323
20160421,00:00:00,1249.3000000,1272.4000000,1245.4000000,1248.9000000,259451
20160422,00:00:00,1248.9000000,1252.4000000,1228.5000000,1233.7000000,170334
20160424,00:00:00,1234.5000000,1235.9000000,1231.3000000,1235.1000000,14746
20160425,00:00:00,1235.1000000,1243.8000000,1232.1000000,1238.0000000,110067
20160426,00:00:00,1237.9000000,1248.4000000,1232.7000000,1245.6000000,134793
20160427,00:00:00,1245.6000000,1254.6000000,1239.1000000,1251.7000000,179324
20160428,00:00:00,1251.7000000,1283.0000000,1250.2000000,1277.4000000,215144
20160429,00:00:00,1277.4000000,1299.0000000,1273.2000000,1294.9000000,188921
20160501,00:00:00,1293.2000000,1298.5000000,1292.5000000,1295.0000000,18534
20160502,00:00:00,1295.0000000,1306.0000000,1289.6000000,1294.6000000,173965
20160503,00:00:00,1294.6000000,1303.9000000,1280.6000000,1282.7000000,184058
20160504,00:00:00,1282.6000000,1291.8000000,1273.6000000,1282.7000000,185001
20160505,00:00:00,1282.6000000,1288.4000000,1270.6000000,1280.1000000,162541
20160506,00:00:00,1280.2000000,1297.7000000,1277.4000000,1289.7000000,202252
20160508,00:00:00,1287.2000000,1289.5000000,1285.6000000,1286.7000000,22705
20160509,00:00:00,1286.7000000,1286.9000000,1261.0000000,1265.6000000,184777
20160510,00:00:00,1265.5000000,1273.2000000,1258.3000000,1272.0000000,142225
20160511,00:00:00,1272.0000000,1280.8000000,1271.3000000,1273.0000000,148875
20160512,00:00:00,1272.9000000,1282.5000000,1262.9000000,1272.6000000,170734
20160513,00:00:00,1272.6000000,1277.7000000,1264.0000000,1274.3000000,133038
20160515,00:00:00,1273.0000000,1281.0000000,1272.2000000,1279.1000000,25980
20160516,00:00:00,1279.2000000,1290.4000000,1271.6000000,1280.1000000,167384
20160517,00:00:00,1280.2000000,1283.9000000,1270.1000000,1277.1000000,168446
20160518,00:00:00,1277.2000000,1277.4000000,1255.9000000,1258.8000000,213646
20160519,00:00:00,1258.7000000,1260.2000000,1244.6000000,1255.2000000,191884
20160520,00:00:00,1255.2000000,1261.2000000,1249.6000000,1252.9000000,107195
20160522,00:00:00,1251.7000000,1256.8000000,1248.7000000,1255.4000000,16037
20160523,00:00:00,1255.5000000,1255.5000000,1243.5000000,1246.2000000,125642
20160524,00:00:00,1246.3000000,1246.8000000,1223.4000000,1227.6000000,191420
20160525,00:00:00,1227.5000000,1234.6000000,1217.7000000,1229.5000000,159398
20160526,00:00:00,1229.5000000,1232.2000000,1211.2000000,1217.0000000,101839
20160527,00:00:00,1217.1000000,1223.2000000,1206.4000000,1212.4000000,22790
20160529,00:00:00,1206.0000000,1206.5000000,1199.4000000,1202.6000000,563
20160530,00:00:00,1202.3000000,1213.6000000,1199.0000000,1212.3000000,1225
20160531,00:00:00,1212.9000000,1222.4000000,1208.1000000,1216.7000000,21843
20160601,00:00:00,1216.7000000,1222.9000000,1208.2000000,1218.1000000,137447
20160602,00:00:00,1218.0000000,1220.0000000,1209.1000000,1214.4000000,103762
20160603,00:00:00,1214.3000000,1247.4000000,1212.7000000,1246.5000000,204018
20160605,00:00:00,1245.5000000,1251.3000000,1243.3000000,1244.6000000,34331
20160606,00:00:00,1244.5000000,1250.0000000,1242.1000000,1246.2000000,133829
20160607,00:00:00,1246.2000000,1251.9000000,1236.9000000,1251.1000000,117688
20160608,00:00:00,1251.1000000,1269.0000000,1250.1000000,1264.8000000,158935
20160609,00:00:00,1264.8000000,1274.4000000,1259.4000000,1269.3000000,138282
20160610,00:00:00,1269.4000000,1280.9000000,1267.3000000,1276.3000000,126470
20160612,00:00:00,1278.3000000,1281.2000000,1275.2000000,1277.8000000,35705
20160613,00:00:00,1277.7000000,1290.3000000,1276.6000000,1282.5000000,174864
20160614,00:00:00,1282.4000000,1293.0000000,1278.6000000,1288.1000000,175942
20160615,00:00:00,1288.3000000,1306.3000000,1281.3000000,1305.8000000,192534
20160616,00:00:00,1305.9000000,1318.9000000,1278.8000000,1286.3000000,310620
20160617,00:00:00,1286.4000000,1302.7000000,1282.1000000,1301.6000000,153528
20160619,00:00:00,1293.0000000,1296.8000000,1283.3000000,1284.6000000,46085
20160620,00:00:00,1284.6000000,1297.4000000,1280.8000000,1289.2000000,160293
20160621,00:00:00,1289.3000000,1289.4000000,1267.1000000,1271.3000000,174441
20160622,00:00:00,1271.2000000,1272.2000000,1261.5000000,1265.4000000,120786
20160623,00:00:00,1265.4000000,1362.6000000,1252.8000000,1342.0000000,347820
20160624,00:00:00,1342.4000000,1342.6000000,1311.0000000,1319.1000000,280885
20160626,00:00:00,1322.3000000,1340.0000000,1322.2000000,1330.5000000,57804
20160627,00:00:00,1330.5000000,1337.6000000,1316.0000000,1318.3000000,202231
20160628,00:00:00,1318.2000000,1324.1000000,1308.2000000,1321.8000000,166224
20160629,00:00:00,1321.9000000,1331.0000000,1316.6000000,1317.7000000,157046
20160630,00:00:00,1317.8000000,1334.1000000,1315.3000000,1333.1000000,179836
20160701,00:00:00,1333.2000000,1347.0000000,1332.4000000,1344.9000000,158025
20160703,00:00:00,1345.0000000,1360.3000000,1338.5000000,1349.0000000,70195
20160704,00:00:00,1349.1000000,1356.4000000,1340.2000000,1345.6000000,111362
20160705,00:00:00,1345.7000000,1373.7000000,1343.6000000,1370.5000000,178882
20160706,00:00:00,1370.4000000,1377.5000000,1361.0000000,1369.5000000,192137
20160707,00:00:00,1369.4000000,1371.0000000,1352.0000000,1359.5000000,189328
20160708,00:00:00,1359.6000000,1371.8000000,1336.3000000,1367.4000000,239940
20160710,00:00:00,1368.9000000,1376.5000000,1364.5000000,1366.8000000,38436
20160711,00:00:00,1366.7000000,1368.3000000,1351.8000000,1355.2000000,158325
20160712,00:00:00,1355.2000000,1358.6000000,1328.1000000,1338.1000000,238921
20160713,00:00:00,1338.2000000,1348.0000000,1337.0000000,1338.0000000,162984
20160714,00:00:00,1337.9000000,1339.0000000,1320.4000000,1330.1000000,218835
20160715,00:00:00,1330.2000000,1339.5000000,1322.6000000,1337.7000000,137826
20160717,00:00:00,1333.4000000,1335.0000000,1324.1000000,1328.0000000,34267
20160718,00:00:00,1328.0000000,1336.0000000,1323.5000000,1330.5000000,120214
20160719,00:00:00,1330.5000000,1338.8000000,1327.0000000,1332.0000000,132644
20160720,00:00:00,1332.0000000,1332.3000000,1310.7000000,1315.0000000,177179
20160721,00:00:00,1315.1000000,1334.0000000,1314.6000000,1327.6000000,191622
20160722,00:00:00,1327.6000000,1328.2000000,1319.4000000,1322.1000000,125611
20160724,00:00:00,1322.7000000,1323.4000000,1313.1000000,1317.4000000,29662
20160725,00:00:00,1317.4000000,1322.6000000,1311.1000000,1319.3000000,126703
20160726,00:00:00,1319.4000000,1324.4000000,1314.6000000,1319.7000000,107609
20160727,00:00:00,1319.7000000,1342.3000000,1317.3000000,1338.3000000,112682
20160728,00:00:00,1338.5000000,1344.3000000,1325.8000000,1337.4000000,11755
20160729,00:00:00,1334.0000000,1353.3000000,1328.2000000,1349.7000000,2305
20160731,00:00:00,1357.2000000,1358.8000000,1353.3000000,1357.4000000,22709
20160801,00:00:00,1357.3000000,1361.9000000,1353.2000000,1356.1000000,101413
20160802,00:00:00,1356.0000000,1374.2000000,1355.5000000,1370.6000000,150958
20160803,00:00:00,1370.6000000,1373.4000000,1355.9000000,1357.9000000,124764
20160804,00:00:00,1357.8000000,1371.4000000,1355.1000000,1368.6000000,134591
20160805,00:00:00,1368.6000000,1371.0000000,1340.4000000,1341.4000000,180720
20160807,00:00:00,1341.2000000,1343.9000000,1337.0000000,1343.6000000,31279
20160808,00:00:00,1343.7000000,1343.9000000,1335.3000000,1339.4000000,98591
20160809,00:00:00,1339.4000000,1359.5000000,1336.0000000,1358.7000000,131610
20160810,00:00:00,1358.7000000,1363.6000000,1347.1000000,1348.3000000,164794
20160811,00:00:00,1348.3000000,1359.4000000,1340.4000000,1343.7000000,147309
20160812,00:00:00,1343.7000000,1362.5000000,1339.6000000,1341.7000000,144493
20160814,00:00:00,1343.6000000,1345.3000000,1341.6000000,1343.7000000,19898
20160815,00:00:00,1343.7000000,1352.5000000,1340.9000000,1350.6000000,116005
20160816,00:00:00,1350.5000000,1364.3000000,1346.3000000,1348.2000000,196074
20160817,00:00:00,1348.0000000,1361.5000000,1340.5000000,1357.6000000,173930
20160818,00:00:00,1357.6000000,1359.3000000,1350.4000000,1351.8000000,149625
20160819,00:00:00,1351.8000000,1355.8000000,1342.0000000,1345.8000000,150414
20160821,00:00:00,1345.0000000,1345.7000000,1335.4000000,1338.3000000,45966
20160822,00:00:00,1338.3000000,1344.2000000,1336.1000000,1342.4000000,122742
20160823,00:00:00,1342.3000000,1348.8000000,1340.0000000,1340.4000000,111216
20160824,00:00:00,1340.4000000,1344.1000000,1326.3000000,1329.6000000,187289
20160825,00:00:00,1329.7000000,1330.2000000,1321.0000000,1327.2000000,121645
20160826,00:00:00,1327.2000000,1345.9000000,1321.2000000,1324.0000000,251332
20160828,00:00:00,1323.8000000,1324.5000000,1317.2000000,1320.1000000,26570
20160829,00:00:00,1320.1000000,1328.9000000,1319.7000000,1326.8000000,129333
20160830,00:00:00,1326.9000000,1326.9000000,1312.0000000,1318.2000000,147448
20160831,00:00:00,1318.3000000,1318.7000000,1306.9000000,1312.6000000,153127
20160901,00:00:00,1312.6000000,1319.8000000,1305.5000000,1316.9000000,156378
20160902,00:00:00,1316.8000000,1334.0000000,1307.4000000,1328.8000000,199697
20160904,00:00:00,1328.1000000,1328.8000000,1325.5000000,1328.4000000,14025
20160905,00:00:00,1328.3000000,1332.4000000,1328.0000000,1330.1000000,50645
20160906,00:00:00,1330.2000000,1357.6000000,1329.5000000,1356.8000000,211113
20160907,00:00:00,1356.8000000,1356.9000000,1345.8000000,1350.9000000,130202
20160908,00:00:00,1350.9000000,1353.9000000,1339.1000000,1342.6000000,164493
20160909,00:00:00,1342.6000000,1343.2000000,1331.2000000,1331.8000000,133761
20160911,00:00:00,1332.0000000,1333.6000000,1328.4000000,1331.9000000,24585
20160912,00:00:00,1331.8000000,1335.9000000,1323.3000000,1333.7000000,169316
20160913,00:00:00,1333.6000000,1334.8000000,1316.6000000,1323.5000000,171402
20160914,00:00:00,1323.5000000,1329.8000000,1322.8000000,1325.2000000,111336
20160915,00:00:00,1325.2000000,1332.5000000,1312.1000000,1317.1000000,177176
20160916,00:00:00,1317.1000000,1319.6000000,1309.2000000,1313.2000000,118491
20160918,00:00:00,1313.2000000,1320.2000000,1312.6000000,1318.7000000,24762
20160919,00:00:00,1318.8000000,1321.8000000,1315.0000000,1319.6000000,93139
20160920,00:00:00,1319.5000000,1323.6000000,1310.9000000,1314.7000000,102160
20160921,00:00:00,1314.6000000,1341.3000000,1313.6000000,1337.3000000,224096
20160922,00:00:00,1337.4000000,1347.8000000,1335.1000000,1338.3000000,148469
20160923,00:00:00,1338.3000000,1344.5000000,1338.0000000,1341.1000000,84849
20160925,00:00:00,1340.8000000,1343.9000000,1336.5000000,1336.9000000,14876
20160926,00:00:00,1336.9000000,1346.1000000,1336.6000000,1339.1000000,119732
20160927,00:00:00,1339.2000000,1341.5000000,1327.7000000,1329.0000000,146878
20160928,00:00:00,1329.0000000,1330.5000000,1321.1000000,1328.4000000,133866
20160929,00:00:00,1328.3000000,1328.6000000,1318.6000000,1327.1000000,144053
20160930,00:00:00,1327.0000000,1331.5000000,1316.0000000,1318.8000000,170203
20161002,00:00:00,1321.0000000,1322.6000000,1316.8000000,1317.2000000,16596
20161003,00:00:00,1317.3000000,1321.4000000,1310.1000000,1313.4000000,122715
20161004,00:00:00,1313.4000000,1314.5000000,1268.6000000,1276.6000000,311718
20161005,00:00:00,1276.5000000,1279.4000000,1264.1000000,1267.4000000,173652
20161006,00:00:00,1267.4000000,1270.4000000,1251.8000000,1255.6000000,183369
20161007,00:00:00,1255.7000000,1267.6000000,1243.2000000,1258.6000000,232113
20161009,00:00:00,1258.5000000,1266.2000000,1258.5000000,1265.3000000,33915
20161010,00:00:00,1265.3000000,1266.8000000,1257.4000000,1260.1000000,102344
20161011,00:00:00,1260.1000000,1264.0000000,1252.3000000,1258.0000000,121000
20161012,00:00:00,1258.0000000,1263.5000000,1251.2000000,1261.0000000,128094
20161013,00:00:00,1261.1000000,1263.9000000,1255.1000000,1256.3000000,119511
20161014,00:00:00,1256.3000000,1260.7000000,1246.9000000,1251.7000000,133213
20161016,00:00:00,1252.9000000,1255.6000000,1251.1000000,1255.2000000,14227
20161017,00:00:00,1255.2000000,1261.9000000,1251.2000000,1258.9000000,104186
20161018,00:00:00,1259.1000000,1265.8000000,1257.2000000,1261.5000000,124387
20161019,00:00:00,1261.7000000,1274.4000000,1261.1000000,1272.7000000,136125
20161020,00:00:00,1272.8000000,1275.9000000,1262.1000000,1262.9000000,124178
20161021,00:00:00,1263.0000000,1268.8000000,1261.7000000,1266.7000000,76973
20161023,00:00:00,1266.9000000,1267.7000000,1263.2000000,1265.0000000,13863
20161024,00:00:00,1265.0000000,1272.8000000,1260.1000000,1266.8000000,132213
20161025,00:00:00,1266.8000000,1277.5000000,1265.9000000,1276.0000000,129423
20161026,00:00:00,1276.0000000,1276.7000000,1265.1000000,1267.9000000,116715
20161027,00:00:00,1267.9000000,1273.7000000,1266.9000000,1271.8000000,107255
20161028,00:00:00,1271.8000000,1285.4000000,1262.0000000,1276.0000000,202935
20161030,00:00:00,1278.3000000,1280.5000000,1277.0000000,1277.9000000,17822
20161031,00:00:00,1277.8000000,1279.6000000,1271.9000000,1277.4000000,103144
20161101,00:00:00,1277.4000000,1294.1000000,1277.3000000,1293.7000000,191972
20161102,00:00:00,1293.7000000,1309.3000000,1291.7000000,1305.9000000,225980
20161103,00:00:00,1305.9000000,1306.0000000,1286.2000000,1299.8000000,194847
20161104,00:00:00,1299.8000000,1308.3000000,1295.7000000,1305.2000000,167134
20161106,00:00:00,1294.5000000,1296.5000000,1288.3000000,1290.9000000,41290
20161107,00:00:00,1290.9000000,1291.4000000,1278.6000000,1283.7000000,149377
20161108,00:00:00,1283.6000000,1338.3000000,1268.1000000,1325.8000000,483906
20161109,00:00:00,1325.8000000,1326.8000000,1270.2000000,1287.0000000,420364
20161110,00:00:00,1286.9000000,1292.5000000,1250.4000000,1261.1000000,341087
20161111,00:00:00,1261.1000000,1264.2000000,1218.7000000,1227.4000000,301193
20161113,00:00:00,1227.7000000,1230.9000000,1212.0000000,1215.6000000,68342
20161114,00:00:00,1215.5000000,1231.1000000,1211.0000000,1223.8000000,273264
20161115,00:00:00,1223.9000000,1233.1000000,1218.6000000,1230.5000000,208679
20161116,00:00:00,1230.4000000,1231.7000000,1221.0000000,1226.5000000,156627
20161117,00:00:00,1226.4000000,1231.1000000,1205.0000000,1206.8000000,233612
20161118,00:00:00,1206.8000000,1216.0000000,1201.3000000,1207.3000000,164811
20161120,00:00:00,1207.3000000,1213.7000000,1205.4000000,1211.8000000,30079
20161121,00:00:00,1211.7000000,1220.9000000,1209.0000000,1217.8000000,147264
20161122,00:00:00,1217.8000000,1219.1000000,1205.6000000,1211.8000000,150685
20161123,00:00:00,1211.9000000,1214.4000000,1181.2000000,1185.8000000,263916
20161124,00:00:00,1185.8000000,1190.4000000,1170.3000000,1177.6000000,105515
20161125,00:00:00,1177.6000000,1192.7000000,1177.6000000,1183.4000000,120138
20161127,00:00:00,1184.4000000,1197.2000000,1182.5000000,1192.2000000,32783
20161128,00:00:00,1192.3000000,1196.8000000,1182.4000000,1190.1000000,88913
20161129,00:00:00,1190.1000000,1193.3000000,1179.4000000,1188.5000000,12183
20161130,00:00:00,1187.2000000,1188.4000000,1163.8000000,1176.6000000,46605
20161201,00:00:00,1176.5000000,1179.8000000,1162.2000000,1175.8000000,192175
20161202,00:00:00,1175.7000000,1180.3000000,1168.4000000,1179.2000000,138746
20161204,00:00:00,1182.6000000,1190.2000000,1173.5000000,1179.3000000,42044
20161205,00:00:00,1179.3000000,1179.5000000,1158.6000000,1172.7000000,187504
20161206,00:00:00,1172.6000000,1177.1000000,1167.2000000,1168.6000000,123666
20161207,00:00:00,1168.6000000,1182.3000000,1168.6000000,1178.9000000,135309
20161208,00:00:00,1178.8000000,1180.7000000,1166.6000000,1169.6000000,137536
20161209,00:00:00,1169.6000000,1173.8000000,1157.6000000,1161.4000000,129069
20161211,00:00:00,1161.4000000,1161.9000000,1156.1000000,1159.0000000,28877
20161212,00:00:00,1158.9000000,1167.9000000,1152.5000000,1162.7000000,142940
20161213,00:00:00,1162.7000000,1166.0000000,1156.3000000,1162.2000000,125394
20161214,00:00:00,1162.3000000,1168.0000000,1136.4000000,1142.9000000,224277
20161215,00:00:00,1143.1000000,1144.7000000,1124.3000000,1133.3000000,229893
20161216,00:00:00,1133.3000000,1143.2000000,1129.5000000,1136.8000000,144420
20161218,00:00:00,1136.1000000,1141.6000000,1135.5000000,1141.6000000,15111
20161219,00:00:00,1141.6000000,1144.4000000,1136.5000000,1137.0000000,116605
20161220,00:00:00,1136.9000000,1138.4000000,1127.3000000,1136.9000000,131492
20161221,00:00:00,1136.8000000,1138.8000000,1130.1000000,1130.6000000,96355
20161222,00:00:00,1130.6000000,1135.5000000,1128.6000000,1133.0000000,106765
20161223,00:00:00,1132.9000000,1137.3000000,1130.7000000,1135.2000000,55546
20161226,00:00:00,1135.3000000,1139.2000000,1132.8000000,1138.6000000,21536
20161227,00:00:00,1138.6000000,1151.7000000,1136.6000000,1143.4000000,93551
20161228,00:00:00,1143.4000000,1150.8000000,1137.1000000,1148.9000000,108366
20161229,00:00:00,1148.9000000,1164.3000000,1145.3000000,1162.1000000,149105
20161230,00:00:00,1162.2000000,1162.8000000,1150.3000000,1152.0000000,96887
